id,oplocdistrict,industryphy,industryco,dom,enttype,enttypeitem,state,orgid,jobid,adbusign,townsign,regtype,empnum,compform,parnum,exenum,venind,enttypeminu,oploc,regcap,reccap,enttypegb,tfidif_opscope,gap_year,regcap_reccap,bucket_regcap,bucket_reccap,bucket_regcap_reccap,enttypegb_enttypeitem,industryphy_industryco,enttypegb_industryphy,industryphy_enttypeitem,industryco_enttypeitem,enttypegb_enttypeitem_industryphy_industryco,ANCHEYEAR,STATE,EMPNUM,EMPNUMSIGN,BUSSTNAME,COLGRANUM,RETSOLNUM,DISPERNUM,UNENUM,COLEMPLNUM,RETEMPLNUM,DISEMPLNUM,UNEEMPLNUM,WEBSITSIGN,FORINVESTSIGN,STOCKTRANSIGN,PUBSTATE,TAX_CATEGORIES,TAX_ITEMS,TAXATION_BASIS,TAX_RATE,DEDUCTION,TAX_AMOUNT,gap_day,income,bucket_TAX_AMOUNT,bgxmdm,positive_negtive,legal_judgment_num,brand_num,patent_num,label
e9f7b28ec10e0470287f274dd5a327519e74d2eb9506faad,340221,3,7212,17,1100,1110,6,3.40E+17,4.00E+17,0,1,1,-1,-1,-1,-1,-1,-1,0,20000,-1,1110,2.976394568,102,20001,8,0,8,6,3,10,10,16,16,2017,2,5.666666667,2,0,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,-1,-1,-1,-1,0
59b38c56de3836835f2a6002365168aa9eccd9b8e81cf5d2,340202,5,6760,18,4500,4530,6,3.40E+17,3.40E+17,0,1,1,20,-1,3,1,-1,4533,0,1100,100,4533,5.456330482,30,1000,8,2,7,7,15,11,11,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,389.3333333,-1,-1,-1,-1,1
d8071a739aa75a3b5863ddfcdf66638aa5e2b6fa3e88ac6d,340207,1,8290,19,1100,1130,6,3.40E+17,3.40E+17,0,0,1,2,-1,-1,-1,-1,-1,0,1100,-1,1130,2.41369428,98,1101,8,0,8,3,14,12,12,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,351.2857143,-1,-1,-1,-1,0
59b38c56de383683ffa25f4c7617dc6bff2829c68ec36c9e,340202,5,6760,20,4500,4530,6,3.40E+17,3.40E+17,0,1,1,5,-1,2,1,-1,4533,0,310,120,4533,5.337519864,30,190,6,2,6,7,15,11,11,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,125.5,-1,-1,-1,-1,1
f1c1045b13d1832973f6992b3a7c3749a2b38bd92e6e44f2,340225,1,8030,21,9600,-1,6,3.40E+17,3.41E+17,0,1,1,2,1,-1,-1,3,-1,7,10,-1,9600,2.581773587,98,11,0,0,1,1,16,1,1,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
f000950527a6feb6aab24470ddb892aabfcb6c78801e8c59,340202,0,7590,23,1100,1130,6,3.40E+17,4.00E+17,0,0,1,2,-1,-1,-1,-1,-1,0,200,0,1130,3.434192623,99,200,5,0,6,3,11,7,7,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
d8071a739aa75a3b3e185d964bb930dc9a3c274cee3521a5,340207,6,8411,24,1100,1130,6,3.40E+17,4.00E+17,0,0,1,2,-1,2,-1,-1,-1,0,500,-1,1130,2.595917708,97,501,6,0,6,3,17,13,13,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
47e3664e12f3ce74afcef4503c97a1fce7165ba542a3bbd2,340222,7,7820,25,1100,1150,6,3.40E+17,3.40E+17,0,0,1,3,-1,-1,-1,-1,1151,0,300,-1,1151,2.860177039,98,301,5,0,6,0,18,14,14,21,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
f000950527a6feb614ac1573a3efbd8e66ae21e4585496d1,340202,1,8040,26,1100,1150,6,3.40E+17,4.00E+17,0,0,1,3,-1,-1,-1,-1,1151,0,10,-1,1151,2.765882897,50,11,0,0,1,0,19,15,9,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
4a8fc4f3fb4d8a0f2bcf911d98ea36a50f3f98a31c7fc037,340203,1,8290,27,9600,-1,6,4.00E+17,3.40E+17,0,1,1,4,1,-1,-1,3,-1,9,10,-1,9600,2.468384882,100,11,0,0,1,1,14,1,1,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
e9f7b28ec10e047047e0c9680139c31f55a748cf78de34a5,340221,0,7590,29,1100,1150,7,3.40E+17,4.00E+17,0,1,1,15,-1,-1,-1,-1,1152,0,1000,-1,1152,2.5871955,50,1001,7,0,7,8,11,17,0,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
47645761dc56bb8c409e728435500c9a56091bae81827729,340223,0,7499,30,1100,1150,6,3.40E+17,3.40E+17,0,1,1,1,-1,-1,-1,-1,1151,0,100,-1,1151,2.67748214,10,101,4,0,5,0,21,0,0,26,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
beb4aaaa89e0a0ae8ea2d29a1b6a0529485d4a0298365d82,340202,1,8290,31,9600,-1,7,3.40E+17,3.40E+17,0,0,1,4,1,-1,-1,3,-1,10,10,-1,9600,2.475692678,99,11,0,0,1,1,14,1,1,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
82750f1b9d1223508562c25a4ba13748fce53b07a66034b7,340208,0,7519,32,1100,1150,6,3.40E+17,3.40E+17,0,0,1,2,-1,-1,-1,-1,1151,0,501,-1,1151,3.376201726,98,502,7,0,7,0,8,0,0,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
d8071a739aa75a3b53464f407792fea1ebedce7d99f3bbd8,340207,0,7492,33,1100,1150,6,3.40E+17,4.00E+17,0,0,1,3,-1,1,-1,-1,1151,0,100,-1,1151,2.626091833,97,101,4,0,5,0,22,0,0,28,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
516ab81418ed215d9117558922a947fb7ce719d66be92960,340225,0,7511,34,1100,1130,6,3.40E+17,4.00E+17,0,0,1,2,-1,-1,-1,-1,-1,0,600,-1,1130,2.648722427,98,601,7,0,7,3,23,7,7,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
4a8fc4f3fb4d8a0f2ce5a90e581a6adbaa82191110db4834,340203,1,8040,35,9600,-1,7,3.40E+17,3.40E+17,0,1,1,2,1,-1,-1,3,-1,0,12,-1,9600,2.515767688,98,13,1,0,2,1,19,1,1,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
9c7fa510616a6830524137e997703e0b75ab058cd7bdcc5a,340222,1,8090,36,9600,-1,6,3.40E+17,3.40E+17,0,1,1,1,1,-1,-1,3,-1,1,10,-1,9600,2.525432837,99,11,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
ed38190adf12fcebce93dc1a8b001cafeaac0ba025c1596e,340200,1,8290,37,9600,-1,6,3.40E+17,4.00E+17,0,0,1,6,1,-1,-1,3,-1,11,50,-1,9600,2.476871355,98,51,2,0,3,1,14,1,1,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
f000950527a6feb6a96858239b4f67f0cb703e06e056f371,340202,3,7299,38,1100,1150,6,3.40E+17,3.40E+17,0,1,1,-1,-1,-1,-1,-1,1153,0,100,0,1153,4.765390162,101,100,4,0,4,5,20,18,16,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,-1,-1,-1,-1,1
216bd2aaf4d079243be11f25a29ccd296bbfc52e13d4ef59,340203,2,9059,39,1100,1150,6,3.40E+17,4.00E+17,0,0,1,3,-1,-1,-1,-1,1151,0,500,-1,1151,3.536737502,98,501,6,0,6,0,24,2,2,32,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
d8071a739aa75a3b39a3135e50f10cd6069a1d7b308ea3d6,340207,0,7519,41,1100,1150,6,3.40E+17,3.40E+17,0,0,1,2,-1,-1,-1,-1,1151,0,50,-1,1151,3.40543291,50,51,2,0,3,0,8,0,0,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
47645761dc56bb8c9cf4307e6927e265abd90cc69d8a52f4,340223,4,8393,42,1100,1130,7,3.40E+17,3.40E+17,0,0,1,5,-1,-1,-1,-1,-1,0,100,0,1130,3.429006446,99,100,4,0,4,3,25,8,8,33,33,2018,2,7,2,0,0,0,0,0,0,0,0,0,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
e9f7b28ec10e0470456acb73d91e22d632144eec10b05721,340221,2,8890,43,1100,1150,6,3.40E+17,4.00E+17,0,0,1,2,-1,1,-1,-1,1151,0,100,-1,1151,4.176758985,50,101,4,0,5,0,26,2,2,34,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
d8071a739aa75a3b192bea0840fd18104e7d08ea781e8e1a,340207,0,7511,44,1100,1130,6,3.40E+17,4.00E+17,0,0,1,3,-1,-1,-1,-1,-1,0,6000,-1,1130,2.937498234,97,6001,8,0,8,3,23,7,7,29,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
59b38c56de38368337c02379fdffc96b88f8609224b95bbd,340200,2,9013,46,4500,4540,6,3.40E+17,3.40E+17,0,1,1,10,-1,-1,-1,-1,-1,0,100,-1,4540,2.580830645,102,101,4,0,5,2,27,19,17,35,35,2016.5,2,9.5,1.75,0,1,0,0,0,4.75,0,0,2.25,2,2,-1,2.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,113,-1,-1,-1,-1,0
216bd2aaf4d079246cf25050093c7319f519fbc84bdf5e27,340203,1,8090,47,1100,1150,6,3.40E+17,4.00E+17,0,0,1,3,-1,-1,-1,-1,1151,0,100,-1,1151,2.787334815,98,101,4,0,5,0,1,15,9,36,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
d8071a739aa75a3be4b1e02a8207252f5ce90fd8a8a2eb0f,340207,1,8290,48,1100,1150,6,3.40E+17,4.00E+17,0,0,1,2,-1,-1,-1,-1,1151,0,100,-1,1151,3.334476569,97,101,4,0,5,0,14,15,9,15,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
82750f1b9d122350ca3a33dc395c5472f7182c5e446b34d7,340208,0,7590,50,1100,1130,11,3.40E+17,3.40E+17,0,1,1,-1,-1,-1,-1,-1,-1,0,500,-1,1130,2.809258202,30,501,6,0,6,3,11,7,7,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
beb4aaaa89e0a0aebbe01749016147410c9609852fa28258,340202,2,8930,51,9600,-1,6,3.40E+17,3.40E+17,0,1,1,2,1,-1,-1,3,-1,13,15,-1,9600,2.541462841,98,16,1,0,2,1,28,5,5,37,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
59b38c56de3836838a5233da7889700a22933d4758051aac,340202,2,8890,53,1100,1130,6,3.40E+17,3.40E+17,0,0,1,2,-1,-1,-1,-1,-1,0,10,-1,1130,3.336126716,98,11,0,0,1,3,26,4,4,38,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
4a8fc4f3fb4d8a0f3a3f6618932ae0deabc2c963f6e1c5ae,340203,1,8040,54,9600,-1,6,3.40E+17,3.40E+17,0,1,1,10,1,-1,-1,3,-1,0,35,-1,9600,2.516710629,98,36,2,0,3,1,19,1,1,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
47645761dc56bb8c6fd9e2e6e6688c7daabcecb25e15a969,340223,0,7511,55,1100,1150,6,3.40E+17,3.40E+17,0,1,1,1,-1,-1,-1,-1,1151,0,50,-1,1151,2.635049776,99,51,2,0,3,0,23,0,0,39,40,2018,2,1,2,0,0,0,0,0,0,0,0,0,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
9c7fa510616a68309f6abc715074eb6cc593afd8f23ae7d2,340222,1,8090,57,9600,-1,6,3.40E+17,3.40E+17,0,1,1,2,1,-1,-1,3,-1,1,80,-1,9600,2.4938443,99,81,4,0,4,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
da8691b210adb3f6df1803393a80523a9ca0916b22e7672b,340207,1,8090,60,9600,-1,6,3.40E+17,3.41E+17,0,1,1,1,1,-1,-1,3,-1,15,50,-1,9600,2.384227361,98,51,2,0,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
8f19388cfd6e2b9ca4367e8b7211303a311dbc6eabdbdf65,340221,1,8090,61,9600,-1,6,3.40E+17,3.40E+17,0,1,1,3,1,-1,-1,3,-1,0,10,-1,9600,0.08368605,99,11,0,0,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
216bd2aaf4d079243c92fb561e589f87e32cdab4df944752,340203,2,8890,63,1100,1150,6,3.40E+17,4.00E+17,0,0,1,3,-1,-1,-1,-1,1151,0,100,-1,1151,3.587892074,98,101,4,0,5,0,26,2,2,34,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
d8071a739aa75a3b98d50f51d77b3bc174646cd50aacebcf,340207,0,7519,64,1100,1130,6,3.40E+17,3.40E+17,0,0,1,3,-1,-1,-1,-1,-1,0,500,-1,1130,3.587656338,98,501,6,0,6,3,8,7,7,41,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
d8071a739aa75a3b987a2915a7b4d28ff3dff9fc0ebba353,340207,0,7590,65,1100,1150,6,3.40E+17,3.40E+17,0,1,1,2,-1,-1,-1,-1,1152,0,1000,-1,1152,7.015012636,50,1001,7,0,7,8,11,17,0,25,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119.25,-1,-1,-1,-1,0
beb4aaaa89e0a0ae294e4fac1525841afae587b835b07be8,340202,1,8052,66,9600,-1,7,3.40E+17,3.40E+17,0,0,1,10,1,-1,-1,3,-1,0,60,-1,9600,2.466734734,99,61,3,0,4,1,6,1,1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
47645761dc56bb8cc7f3f0094d90a2c90870b75d48dd4769,340223,0,7511,70,1100,1150,6,3.40E+17,4.00E+17,0,0,1,7,-1,-1,-1,-1,1151,0,120,-1,1151,2.966257947,97,121,5,0,5,0,23,0,0,39,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
755db3b5c5f74eb420177ba950fcf27c4ed88b996c9a81e1,340223,1,8290,71,9600,-1,6,3.40E+17,3.40E+17,0,1,1,2,1,-1,-1,3,-1,0,10,-1,9600,3.065738266,97,11,0,0,1,1,14,1,1,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
59b38c56de383683d2368be35a14e614a3131c2908a486fa,340202,0,7474,72,1100,1150,6,3.40E+17,3.40E+17,0,0,1,5,-1,-1,-1,-1,1151,0,100,-1,1151,2.74395951,98,101,4,0,5,0,31,0,0,43,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
e9f7b28ec10e04701c5cd9b2c3f4e7761b1edaea4bac3842,340221,2,8890,73,1100,1130,6,3.40E+17,4.00E+17,0,0,1,5,-1,-1,-1,-1,-1,0,100,-1,1130,4.040503951,50,101,4,0,5,3,26,4,4,38,39,2018,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
59b38c56de3836830100dd21f629888a96a19a361ab069ca,340202,2,9059,74,1100,1130,6,3.40E+17,3.40E+17,0,0,1,3,-1,-1,-1,-1,-1,0,50,-1,1130,4.193967666,98,51,2,0,3,3,24,4,4,44,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
f000950527a6feb6280ef2b5fc58260228efb44b1b9b5536,340202,0,7515,75,1100,1130,6,3.40E+17,4.00E+17,0,0,1,2,-1,-1,-1,-1,-1,0,550,0,1130,3.54192368,98,550,7,0,7,3,32,7,7,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
9c7fa510616a6830794bc8e474483ffa852a93d3b1ffeb19,340222,1,8090,76,9600,-1,7,3.40E+17,3.40E+17,0,1,1,50,1,-1,-1,3,-1,1,50,-1,9600,2.638585807,99,51,2,0,3,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
beb4aaaa89e0a0ae75e1d3b3a668e8d321820914563b8f8c,340202,1,8052,77,9600,-1,6,3.40E+17,3.40E+17,0,0,1,5,1,-1,-1,3,-1,16,20,-1,9600,2.466734734,97,21,1,0,2,1,6,1,1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
